AStar,160273485,123456780,dlldrrulurdlurdldruldlurrdllurrulddrulurdllurrdluldrrd,1201,123456780
AStar,462301587,123456780,urdlldrulurrddlluurdldrruulddlurrdlurdluldrruulddrulurddlurulddruuldruldrd,1370,123456780
AStar,821574360,123456780,ullurrddlluurrddllururdlldrruulddlururdlldrruulddlurdlurdruuldrdluldruldrurdlurdllurrdluldrr,434,123456780
AStar,840156372,123456780,llddruurdldruulddruuldrdllurdlurdrulldrurdllurrdlurdluldrruulddrulurddlurulddruuldruldrd,1194,123456780
AStar,530478126,123456780,lddruldrululddruulddrulurdlurddluurdldrurdluurdldrulurddlurulddruuldruldrd,537,123456780
AStar,068314257,123456780,drdruullddrruulddlurdlurdrulurddllurdrulurdllurrdluldrrd,854,123456780
AStar,453207186,123456780,uldruldrrdluldrrullurdlurdrdllurdlurdrulurddllurdrulurdllurrdluldrrd,883,123456780
AStar,128307645,123456780,dlurdruldlurdrulldrurulddruldrulurddlurulddruuldruldrd,564,123456780
AStar,035684712,123456780,rrdlurdldruuldlurrdldruulddlurdruldrulldrruldlurrdllurdrullurrdluldrrd,1173,123456780
AStar,684317025,123456780,urulddruurdlldrruulddlurruldrdluldruldrrulurddluurddllurdrulldrurulddruuldruldrd,789,123456780
AStar,028514637,123456780,drrdllurdrulldrulurdlurddlurdruulddruulddrulurddlurulddlurdrulurddllurdrulurdllurrdluldrrd,1276,123456780
AStar,618273540,123456780,uullddruldrruuldrulddruuldruldrdluuldrdluurdlurdldrrulurdlurdllurrdluldrrd,1140,123456780
AStar,042385671,123456780,ddruurdllurrdlurdluldrrulldrurdllurrddluurdldruuldrdluuldrdluurdlurdldrrulurdlurdllurrdluldrrd,1525,123456780
AStar,420385716,123456780,ddlulurdruldrdluurdldruuldrdluuldrdluurdlurdldrrulurdlurdllurrdluldrrd,1449,123456780
AStar,054672813,123456780,rrdlurdldluurdlurdruldrdluruldruldrdllurdruldlurdrulurddllurdrulurdllurrdluldrrd,984,123456780
AStar,314572680,123456780,ullurrddlurulddlurdrulldrruldlurrdllurdrullurrdluldrrd,1046,123456780
AStar,637218045,123456780,uurdlurdldruldrruuldrulddruuldruldrdllurdrulldrurdllurrdlurdluldrruulddrulurddlurulddruuldruldrd,1202,123456780
AStar,430621875,123456780,ldlurdrdllurulddrurdllurrdluldrr,93,123456780
AStar,158274036,123456780,ruurddluurdldruulddrulurddluldrruuldrdluldrrullurrdluldrrd,972,123456780
AStar,130458726,123456780,lddrulurdldrulurddlurulddruuldruldrd,333,123456780
