BFS,160273485,123456780,ddluurdlldrruuldrd,17901,123456780
BFS,160273485,123456780,ddluurdlldrruuldrd,17901,123456780
BFS,462301587,123456780,rdlurulldrdluruldrrulddr,148198,123456780
BFS,821574360,123456780,luurdllurdldrulurrdluldrurdd,180074,123456780
BFS,840156372,123456780,dllurdldrulurdrdlurulddr,129680,123456780
BFS,530478126,123456780,dldlurdruulddrullurdldrr,127727,123456780
BFS,068314257,123456780,drrullddruldrruuldldrr,84569,123456780
BFS,453207186,123456780,rdluulddruuldrdr,14033,123456780
BFS,128307645,123456780,lurdrullddruldrruldr,56804,123456780
BFS,035684712,123456780,rddluruldrdlurrdllurruldrd,166623,123456780
BFS,160273485,123456780,ddluurdlldrruuldrd,17901,123456780
BFS,462301587,123456780,rdlurulldrdluruldrrulddr,148198,123456780
BFS,821574360,123456780,luurdllurdldrulurrdluldrurdd,180074,123456780
BFS,840156372,123456780,dllurdldrulurdrdlurulddr,129680,123456780
BFS,530478126,123456780,dldlurdruulddrullurdldrr,127727,123456780
BFS,068314257,123456780,drrullddruldrruuldldrr,84569,123456780
BFS,453207186,123456780,rdluulddruuldrdr,14033,123456780
BFS,128307645,123456780,lurdrullddruldrruldr,56804,123456780
